b'5460,0,0
b'5462,0,0
b'5463,0,0
b'5464,0,0
b'5465,0,0
b'5465,0,0
b'5466,0,0
b'5467,0,0
b'5468,0,0
b'5469,0,0
b'5470,0,0
b'5470,0,0
b'5471,0,0
b'5472,0,0
b'5473,0,0
b'5474,0,0
b'5475,0,0
b'5475,0,0
b'5476,0,0
b'5477,0,0
b'5478,0,0
b'5479,0,0
b'5480,0,0
b'5480,0,0
b'5481,0,0
b'5482,0,0
b'5483,0,0
b'5484,0,0
b'5485,0,0
b'5485,0,0
b'5486,0,0
b'5487,0,0
b'5488,0,0
b'5489,0,0
b'5490,0,0
b'5490,0,0
b'5491,0,0
b'5492,0,0
b'5493,0,0
b'5494,33,0
b'5495,33,0
b'5496,33,0
b'5496,33,0
b'5497,33,0
b'5498,33,0
b'5499,33,0
b'5500,33,0
b'5501,33,0
b'5502,33,0
b'5504,33,0
b'5505,33,0
b'5506,33,0
b'5507,33,0
b'5508,33,0
b'5508,33,0
b'5509,33,36
b'5510,33,36
b'5511,33,36
b'5512,33,36
b'5513,33,36
b'5514,33,36
b'5515,33,36
b'5516,53,36
b'5517,53,36
b'5518,53,36
b'5519,53,36
b'5520,53,36
b'5521,53,36
b'5522,53,36
b'5523,53,36
b'5524,53,36
b'5525,53,36
b'5526,53,36
b'5527,53,36
b'5528,53,36
b'5529,53,36
b'5530,53,36
b'5531,53,36
b'5532,65,36
b'5533,65,51
b'5534,65,51
b'5535,65,51
b'5536,65,51
b'5537,65,51
b'5538,65,51
b'5539,65,51
b'5540,65,51
b'5541,65,51
b'5542,65,51
b'5543,65,51
b'5544,65,51
b'5545,75,51
b'5547,75,51
b'5548,75,51
b'5549,75,51
b'5550,75,51
b'5551,75,51
b'5552,75,61
b'5553,75,61
b'5554,75,61
b'5555,75,61
b'5556,75,61
b'5557,75,61
b'5558,84,61
b'5559,84,61
b'5560,84,61
b'5561,84,61
b'5562,84,61
b'5563,84,61
b'5564,84,61
b'5565,84,61
b'5566,84,61
b'5567,84,70
b'5568,84,70
b'5569,90,70
b'5570,90,70
b'5571,90,70
b'5572,90,70
b'5573,90,70
b'5574,90,70
b'5575,90,70
b'5576,90,70
b'5577,90,70
b'5578,90,70
b'5579,93,70
b'5580,93,70
b'5581,93,77
b'5582,93,77
b'5583,93,77
b'5584,93,77
b'5585,93,77
b'5586,93,77
b'5587,93,77
b'5588,93,77
b'5590,93,77
b'5591,94,77
b'5592,94,77
b'5593,94,77
b'5594,94,77
b'5595,94,83
b'5596,94,83
b'5597,94,83
b'5598,94,83
b'5599,94,83
b'5600,94,83
b'5601,100,83
b'5602,100,83
b'5603,100,83
b'5604,100,83
b'5605,100,83
b'5607,100,83
b'5608,100,88
b'5609,100,88
b'5610,103,88
b'5611,103,88
b'5612,103,88
b'5613,103,88
b'5614,103,88
b'5615,103,88
b'5616,103,88
b'5617,103,88
b'5618,108,92
b'5620,108,92
b'5621,108,92
b'5622,108,92
b'5623,108,92
b'5624,108,92
b'5625,108,92
b'5626,108,92
b'5627,112,92
b'5628,112,92
b'5629,112,92
b'5630,112,96
b'5632,112,96
b'5634,112,96
b'5635,112,96
b'5636,112,96
b'5637,115,96
b'5638,115,96
b'5639,115,96
b'5640,115,96
b'5641,115,101
b'5642,115,101
b'5643,115,101
b'5645,120,101
b'5646,120,101
b'5647,120,101
b'5648,120,101
b'5649,120,101
b'5650,120,101
b'5652,120,103
b'5653,122,103
b'5654,122,103
b'5655,122,103
b'5656,122,103
b'5657,122,103
b'5659,122,103
b'5660,125,103
b'5661,125,106
b'5662,125,106
b'5663,125,106
b'5664,125,106
b'5666,125,106
b'5667,125,106
b'5668,127,106
b'5669,127,106
b'5670,127,106
b'5671,127,110
b'5673,127,110
b'5675,127,110
b'5676,129,110
b'5677,129,110
b'5678,129,110
b'5679,129,110
b'5681,129,110
b'5682,129,112
b'5683,132,112
b'5684,132,112
b'5685,132,112
b'5686,132,112
b'5688,132,112
b'5689,132,112
b'5690,132,112
b'5691,133,114
b'5692,133,114
b'5693,133,114
b'5695,133,114
b'5696,133,114
b'5697,133,114
b'5698,136,114
b'5699,136,117
b'5700,136,117
b'5702,136,117
b'5703,136,117
b'5704,136,117
b'5705,137,117
b'5706,137,117
b'5707,137,117
b'5709,137,119
b'5710,137,119
b'5711,138,119
b'5712,138,119
b'5713,138,119
b'5714,138,119
b'5715,138,119
b'5718,138,121
b'5719,140,121
b'5720,140,121
b'5721,140,121
b'5722,140,121
b'5723,140,121
b'5725,140,121
b'5726,142,121
b'5727,142,123
b'5728,142,123
b'5729,142,123
b'5730,142,123
b'5732,142,123
b'5733,143,123
b'5734,143,123
b'5735,143,124
b'5736,143,124
b'5737,143,124
b'5739,144,124
b'5740,144,124
b'5741,144,124
b'5742,144,124
b'5743,144,125
b'5744,144,125
b'5746,145,125
b'5747,145,125
b'5748,145,125
b'5749,145,125
b'5750,145,125
b'5751,145,127
b'5753,146,127
b'5754,146,127
b'5755,146,127
b'5756,146,127
b'5757,146,127
b'5760,147,127
b'5761,147,128
b'5762,147,128
b'5763,147,128
b'5764,147,128
b'5765,147,128
b'5766,147,128
b'5768,147,128
b'5769,147,129
b'5770,147,129
b'5771,147,129
b'5772,148,129
b'5773,148,129
b'5775,148,129
b'5776,148,129
b'5777,148,130
b'5778,148,130
b'5779,148,130
b'5780,148,130
b'5782,148,130
b'5783,148,130
b'5784,148,130
b'5785,148,131
b'5786,148,131
b'5787,148,131
b'5789,148,131
b'5790,148,131
b'5791,148,131
b'5792,150,132
b'5793,150,132
b'5794,150,132
b'5796,150,132
b'5797,150,132
b'5798,151,132
b'5799,151,132
b'5800,151,133
b'5801,151,133
b'5804,151,133
b'5805,150,133
b'5806,150,133
b'5807,150,133
b'5808,150,133
b'5810,150,133
b'5811,150,133
b'5812,152,133
b'5813,152,133
b'5814,152,133
b'5815,152,133
b'5816,152,135
b'5818,153,135
b'5819,153,135
b'5820,153,135
b'5821,153,135
b'5822,153,135
b'5823,154,135
b'5825,154,136
b'5826,154,136
b'5827,154,136
b'5828,154,136
b'5829,154,136
b'5830,155,136
b'5832,155,136
b'5833,155,136
b'5834,155,136
b'5835,155,136
b'5836,156,136
b'5837,156,136
b'5839,156,136
b'5840,156,138
b'5841,156,138
b'5842,156,138
b'5843,156,138
b'5844,156,138
b'5847,156,138
b'5848,156,138
b'5849,156,137
b'5850,156,137
b'5851,156,137
b'5852,156,137
b'5854,156,137
b'5855,157,137
b'5856,157,144
b'5857,157,144
b'5858,157,144
b'5859,157,144
b'5861,157,144
b'5862,158,144
b'5863,158,140
b'5864,158,140
b'5865,158,140
b'5866,158,140
b'5868,159,140
b'5869,159,140
b'5870,159,140
b'5871,159,140
b'5872,159,140
b'5873,160,140
b'5875,160,140
b'5876,160,140
b'5877,160,140
b'5878,160,140
b'5879,160,140
b'5880,160,140
b'5882,160,140
b'5883,160,140
b'5884,160,140
b'5885,158,141
b'5886,158,141
b'5888,158,141
b'5890,158,141
b'5891,158,141
b'5892,162,141
b'5893,162,141
b'5894,162,141
b'5895,162,141
b'5896,162,141
b'5898,161,141
